,name,workCity,workType,workingExp,companySize,education,jobSummary,companyName,salaryReal,recruitNumber,property,is_duplicate_with_previous
1185,大数据开发工程师,郑州,全职,不限,20-99人,大专,岗位职责1、负责大数据业务的设计、开发、部署、优化和维护，确保平台的高可用性、高性能和可扩展性；2、运用大数据处理工具和技术，对海量数据进行清洗、转换、加载、存储和分析，以提取有价值的信息；3、基于业务需求，运用数据挖掘技术和算法，发现数据中的规律和模式，为业务提供决策支持；4、确保数据的安全性和隐私性，采取必要的安全措施，防止数据泄露和滥用。,河南伊林达物联网有限公司,6001-9000,3,,False
1186,数据采集专员bj,北京,全职,不限,20-99人,大专,1、负责每天收集部门各项数据指标，做到及时、完整、准确地进行整理汇总，建立形成相应统计报表，规范整理、制定部门报表;2、能够做好各项信息的收集工作，能对各项信息进行简单分析，及时上报部门领导，及时传达反馈信息的工作，协调各岗位相关信息通畅;3、完善数据分析工具，协助常规报表的自动化处理，提升团队的工作效率;妥善保管每日数据资料并整理好，并保证准确性;4、完成领导安排的其他相关工作。,北京高迈致远信息技术有限公司,7001-12000,1,民营,False
1187,大数据开发工程师,东莞,全职,不限,10000人以上,本科,【工作职责】1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。业务技能要求：1、熟悉大数据相关开源软件，有应用大数据组件的解决问题的实战经验更好，有开源社区代码贡献者优先；2、具备团队意识，与他人合...,外企德科数字技术有限公司,20001-40000,1,,False
1188,北京链家营销+6000底薪+提成月入过万,全国,全职,不限,10000人以上,本科,【链家总部直聘】北京链家校园招聘启动啦！！！《行业看北京，北京看链家》即将毕业，或者已经毕业的你，是否梦想着有一个好的平台施展自己的能力，是否想通过自己的努力得到一个公平公正的晋升机会，是否想选择一份职业长久的坚持下去；我们始终相信，当年轻遇见年轻，就可以创造更强大的新生力量；欢迎更多有梦想的年轻人加入链家，和我们一起高速成长，造就未来！ 【岗位职责】：1、负责 贝壳找房app 和 链家网 线上客...,北京链家置地房地产经纪有限公司,6000-10000,2,民营,False
1189,数据工程师/专家,上海,全职,不限,300-499人,本科,"工作职责1. 数据架构设计：负责设计和规划公司的数据架构，包括数据存储、数据处理、数据传输等方面，以确保数据的高效、可靠和安全存储和处理。2. 数据库设计和管理：参与设计和管理公司的数据库架构，包括关系型数据库、NoSQL 数据库、数据仓库等，确保数据的存储和查询性能满足业务需求。3. 数据建模和 ETL：与数据分析师和开发团队合作，进行数据建模和 ETL（Extract, Transform, ...",上海宇量昇科技有限公司,20001-40000,1,,False
1190,数据分析师,上海,全职,不限,100-299人,大专,岗位要求： 1.根据政策要求，对数据进行标注和复核； 2.监控风险标注结果并反馈优化建议； 3.对业务数据定期汇总与归纳； 4.积极承担工作过程中分配的其他任务； 人员要求： 1.统计学、运筹学、应用数学、计算机专业优先考虑； 2.文字信息理解能力较好，善于接受新事物，学习思考积极性较强； 3.沟通能力强，逻辑能力强、细致，有强烈的工作责任感； 4.熟练应用excel等办公软件。,北京京铭宏硕科技有限公司,7001-9000,4,民营,False
1191,大数据开发工程师,东莞,全职,不限,1000-9999人,本科,1、精通大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等相关技能；2、熟练掌握linux操作系统技能，对Linux网络优化、网络问题定位以及性能优化有较深入理解；3、有2年以上的系统设计开发经验，熟悉使用Java/Python/Scala等编程语言之一，具有企业运维、开发经验者优先。公司福利∶1.底薪+绩效+双倍加班工资+年终奖...,外企德科,15001-30000,10,合资,False
1192,大数据开发工程师,西安,全职,不限,1000-9999人,硕士,岗位职责：1、负责大数据项目和产品的开发和维护工作；2、持续改进和优化大数据计算和存储，提升海量数据下的查询性能和用户体验；3、负责大数据清洗、转换、计算、开展服务接口开发；4、按规范进行单元和功能测试。任职要求：1、统招硕士学历，计算机相关专业；2、熟悉大数据基本原理，熟悉Hadoop生态，熟练掌握Spark、HBase、Hive、Kafka、ElasticSearch、Flink等技术框架；3...,北京计算机技术及应用研究所,10001-15000,4,事业单位,False
1193,北京链家营销+企业文化培训+6000底薪,全国,全职,不限,10000人以上,本科,【链家总部直聘】北京链家校园招聘启动啦！！！《行业看北京，北京看链家》即将毕业，或者已经毕业的你，是否梦想着有一个好的平台施展自己的能力，是否想通过自己的努力得到一个公平公正的晋升机会，是否想选择一份职业长久的坚持下去；我们始终相信，当年轻遇见年轻，就可以创造更强大的新生力量；欢迎更多有梦想的年轻人加入链家，和我们一起高速成长，造就未来！ 【岗位职责】：1、负责 贝壳找房app 和 链家网 线上客...,北京链家置地房地产经纪有限公司,6000-10000,2,民营,False
1194,数据开发管培生（高薪+双休+住宿),青岛,全职,不限,100-299人,大专,1、负责公司项目数据整理及处理2、负责公司项目数据开发工作3、参与公司项目数据治理工作，参与治理指标及方案制定和优化4、数据整理工具平台的开发及管理工作 (专业不限可接受应届）,青岛美淘日记网络信息技术有限公司,5001-8000,15,民营,False
1195,大数据技术开发 无经验！！！,太原,全职,不限,20-99人,学历不限,1、负责结构化数据和文本的数据处理、建模、分析等工作， （数据清洗、中文分词、情感分析、文本分类等） 2、负责数据需求的收集、整理和分析，配合其他同事完成结构化数据和文本的需求分析； 3、负责分析结果的可视化展现； 工作简单好做易上手，无需外出! 坐办公室轻松赚钱回家，吹空调喝奶茶到下班~ 综合薪资5k-8k，多劳多得，上不封顶; 节日礼品，年终激励、生日福利、五险一金、公司团建等等福利 缴纳五险...,山西聚浪网络科技有限公司,6001-9000,5,民营,False
1196,大数据开发工程师,南京,全职,不限,1000-9999人,本科,1、熟练掌握Java、C++、Python、前端、GO等至少一种主流开发语言。2、熟悉常用的软件设计模式。3、熟悉Java、Python主流微服务框架及技术，熟悉Docker、K8S、微服务网关等的部署和应用。4、掌握Mysql、Hadoop、MongoDB等常见数据库原理和应用。5、了解HTML/HTML5、JavaScript和Vue等前端技术。6、了解常用的机器学习算法原理和算法库及应用。,外企德科,13001-17000,10,合资,False
1197,数据分析师,上海,全职,不限,20-99人,学历不限,"Strong level of relational database concepts, ability to write complex SQL queries and scripts against highly abstracted model,experience in IT Change Control support with complex framework of integra...",高恩船舶维护技术咨询(上海)有限公司,8001-14000,1,外商独资,False
1198,贝壳上市公司诚聘销售,全国,全职,不限,10000人以上,本科,【链家总部直聘】北京链家校园招聘启动啦！！！《行业看北京，北京看链家》即将毕业，或者已经毕业的你，是否梦想着有一个好的平台施展自己的能力，是否想通过自己的努力得到一个公平公正的晋升机会，是否想选择一份职业长久的坚持下去；我们始终相信，当年轻遇见年轻，就可以创造更强大的新生力量；欢迎更多有梦想的年轻人加入链家，和我们一起高速成长，造就未来！ 【岗位职责】：1、负责 贝壳找房app 和 链家网 线上客...,北京链家置地房地产经纪有限公司,6000-10000,2,民营,False
1199,数据分析师,北京,全职,不限,20-99人,本科,岗位职责：1、利用公司的数据挖掘产品、大数据产品为客户建立数学模型；2、向客户提供大数据分析、人工智能解决方案。岗位要求：1、统计、应用数学、信息与管理科学、管理科学与工程、信息与计算科学、大数据等相关专业；2、有数据分析、数据挖掘、数据仓库、文本分析相关理论基础；3、有扎实的统计分析/最优化/运筹学理论基础；4、有利用Matlab/R/Python进行数据分析的经验；5、有良好的自主学习能力、沟...,天津德尔塔科技有限公司,7001-13000,1,民营,False
1200,数据分析师,北京,全职,不限,20-99人,本科,岗位职责：进行数据报表分析，负责项目活动的申请受理，执行分析汇总及相关发案模板优化负责跟进项目，项目方案效果的跟踪、汇报、方案实施，并做出项目报告，协助完成业务平台系统的对接数据维护。 任职要求：具有良好的数据分析能力，沟通能力，执行能力及学习能力娴熟使用office,安泰神州管理咨询(北京)有限责任公司,8001-12000,4,其它,False
